2026-03-08 15:15:35 | INFO     | 新品提报压力测试-1.py:product_submission:26 | 开始压力测试
2026-03-08 15:34:27 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:28 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:29 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:30 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:32 | 开始压力测试
2026-03-08 15:34:31 | INFO     | 新品提报压力测试-1.py:product_submission:261 | 单次接口请求结束
